,dates,sum,ids,shop
8050,02 Jan 2023 09:55 AM,14988,13917,Оранжевый
8051,19 Dec 2022 01:10 AM,4292,15954,Чёрный
8052,16 Dec 2022 12:22 PM,10525,14209,Голубой
8053,21 Dec 2022 03:49 PM,11165,11413,Чёрный
8054,18 Dec 2022 12:30 PM,17831,15961,Синий
8055,26 Jan 2023 04:02 AM,16388,11508,Зелёный
8056,03 Jan 2023 12:21 AM,575,10938,Красный
8057,16 Jan 2023 02:42 PM,4536,13017,Синий
8058,05 Feb 2023 05:17 PM,19540,15856,Чёрный
8059,01 Feb 2023 07:34 PM,19116,13874,Чёрный
8060,29 Jan 2023 10:56 PM,15332,10165,Синий
8061,24 Dec 2022 06:20 AM,7619,10473,Фиолетовый
8062,19 Jan 2023 11:20 AM,277,15628,Красный
8063,24 Jan 2023 07:58 AM,8369,14049,Чёрный
8064,30 Jan 2023 12:14 AM,8759,10213,Голубой
8065,19 Jan 2023 07:28 PM,12650,12117,Чёрный
8066,22 Jan 2023 05:52 PM,17811,15611,Фиолетовый
8067,31 Jan 2023 01:17 AM,2481,11356,Жёлтый
8068,27 Dec 2022 06:58 AM,3701,13715,Синий
8069,22 Jan 2023 12:47 AM,6345,13645,Синий
8070,04 Jan 2023 12:38 AM,19481,12830,Синий
8071,16 Dec 2022 01:41 PM,4806,13613,Жёлтый
8072,23 Dec 2022 04:47 AM,1473,11604,Чёрный
8073,27 Dec 2022 10:37 AM,13849,13691,Зелёный
8074,06 Feb 2023 02:09 AM,13795,10812,Фиолетовый
8075,14 Dec 2022 03:54 PM,17030,14730,Зелёный
8076,26 Dec 2022 08:07 AM,10394,13333,Синий
8077,16 Dec 2022 02:14 AM,18334,12825,Зелёный
8078,06 Feb 2023 05:16 PM,315,10158,Чёрный
8079,28 Dec 2022 04:01 AM,5828,13400,Красный
8080,26 Jan 2023 02:18 AM,14676,12495,Синий
8081,01 Feb 2023 04:26 AM,18208,11364,Жёлтый
8082,21 Dec 2022 04:15 PM,1831,11665,Чёрный
8083,26 Dec 2022 06:31 PM,19946,12261,Оранжевый
8084,24 Jan 2023 01:40 AM,7433,14127,Жёлтый
8085,19 Jan 2023 03:19 PM,8284,13989,Зелёный
8086,29 Jan 2023 09:59 PM,19674,10891,Фиолетовый
8087,02 Jan 2023 06:23 AM,5707,12792,Жёлтый
8088,15 Jan 2023 08:14 PM,4021,11470,Оранжевый
8089,06 Jan 2023 05:04 PM,8968,12417,Чёрный
8090,17 Dec 2022 07:30 PM,2737,10815,Чёрный
8091,04 Feb 2023 11:27 AM,3922,11440,Красный
8092,01 Feb 2023 03:48 AM,12609,15845,Фиолетовый
8093,02 Jan 2023 07:55 PM,3534,15155,Зелёный
8094,18 Dec 2022 03:35 PM,1792,12093,Чёрный
8095,05 Feb 2023 06:39 PM,2345,11924,Чёрный
8096,25 Jan 2023 01:14 PM,12108,12043,Красный
8097,19 Dec 2022 03:05 PM,15056,13501,Оранжевый
8098,13 Jan 2023 05:18 PM,15086,12180,Красный
8099,05 Feb 2023 12:39 AM,16261,11264,Чёрный
8100,23 Dec 2022 11:44 AM,3708,12415,Жёлтый
8101,07 Jan 2023 06:08 PM,3242,11921,Оранжевый
8102,24 Dec 2022 05:42 PM,1190,14963,Голубой
8103,05 Jan 2023 05:42 AM,11624,12741,Жёлтый
8104,17 Jan 2023 02:41 PM,5835,15580,Жёлтый
8105,27 Jan 2023 03:57 AM,976,13159,Голубой
8106,26 Jan 2023 12:33 PM,11495,13325,Жёлтый
8107,09 Jan 2023 05:55 AM,6268,11682,Голубой
8108,28 Jan 2023 09:20 PM,410,10375,Красный
8109,23 Dec 2022 03:00 AM,2506,14361,Фиолетовый
8110,22 Jan 2023 06:39 AM,19655,13273,Синий
8111,05 Jan 2023 11:46 AM,10784,12079,Голубой
8112,21 Jan 2023 11:53 PM,9514,15487,Чёрный
8113,15 Jan 2023 11:24 PM,5954,11138,Синий
8114,02 Feb 2023 09:52 AM,232,13649,Оранжевый
8115,09 Feb 2023 10:00 PM,13188,11414,Красный
8116,16 Dec 2022 08:00 AM,17208,14176,Жёлтый
8117,27 Dec 2022 04:12 AM,12973,12515,Голубой
8118,04 Jan 2023 12:38 PM,16404,12213,Синий
8119,03 Feb 2023 01:53 PM,10259,11571,Голубой
8120,30 Jan 2023 11:14 AM,16690,10023,Синий
8121,25 Jan 2023 06:12 PM,4133,15669,Голубой
8122,19 Dec 2022 05:02 PM,5410,15880,Красный
8123,19 Dec 2022 07:35 PM,13865,11261,Синий
8124,27 Dec 2022 10:26 PM,2690,11787,Зелёный
8125,15 Jan 2023 08:57 AM,2181,13803,Красный
8126,26 Jan 2023 02:27 AM,4198,12193,Красный
8127,01 Jan 2023 02:51 PM,11285,10933,Чёрный
8128,09 Jan 2023 07:27 PM,1433,12091,Оранжевый
8129,06 Feb 2023 12:41 AM,19649,15961,Синий
8130,01 Feb 2023 02:36 AM,11867,14120,Оранжевый
8131,31 Jan 2023 09:38 PM,4535,12731,Оранжевый
8132,30 Dec 2022 02:00 PM,16177,11381,Жёлтый
8133,25 Jan 2023 11:00 PM,18924,15137,Чёрный
8134,07 Jan 2023 06:09 AM,10374,15691,Фиолетовый
8135,22 Dec 2022 07:38 AM,2627,11947,Фиолетовый
8136,19 Jan 2023 04:21 AM,5140,13066,Синий
8137,14 Jan 2023 08:21 PM,10933,11341,Оранжевый
8138,07 Feb 2023 08:11 AM,11746,13689,Красный
8139,10 Jan 2023 05:09 AM,3211,11769,Зелёный
8140,26 Dec 2022 06:22 AM,13554,11288,Зелёный
8141,20 Dec 2022 07:10 PM,6452,13446,Красный
8142,01 Feb 2023 05:49 PM,9714,14350,Синий
8143,14 Dec 2022 04:34 PM,15881,11690,Жёлтый
8144,08 Jan 2023 03:28 AM,16375,12451,Голубой
8145,16 Jan 2023 10:13 AM,3131,13889,Чёрный
8146,27 Dec 2022 11:30 AM,10554,12139,Фиолетовый
8147,23 Dec 2022 05:12 AM,17900,12487,Жёлтый
8148,28 Dec 2022 07:54 PM,9512,13271,Оранжевый
8149,26 Jan 2023 05:58 AM,12898,14344,Чёрный
8150,13 Dec 2022 11:03 PM,4526,12824,Зелёный
8151,23 Jan 2023 12:31 PM,15264,11172,Зелёный
8152,17 Jan 2023 12:02 PM,11370,11212,Синий
8153,30 Jan 2023 06:49 AM,17150,13560,Жёлтый
8154,20 Dec 2022 07:19 PM,1456,15225,Красный
8155,15 Dec 2022 05:16 AM,11624,15303,Оранжевый
8156,24 Jan 2023 04:14 AM,18844,14861,Зелёный
8157,04 Jan 2023 05:28 PM,8887,14186,Оранжевый
8158,26 Dec 2022 12:04 AM,3992,11368,Чёрный
8159,21 Jan 2023 07:51 AM,16867,11862,Зелёный
8160,03 Feb 2023 09:11 AM,8254,13661,Чёрный
8161,28 Jan 2023 03:51 PM,4767,12084,Красный
8162,31 Dec 2022 07:32 PM,11826,10719,Чёрный
8163,06 Jan 2023 12:43 PM,9742,10411,Оранжевый
8164,11 Jan 2023 07:49 AM,12666,14302,Фиолетовый
8165,20 Dec 2022 02:53 AM,4614,14983,Чёрный
8166,17 Jan 2023 12:17 PM,18615,15071,Оранжевый
8167,25 Dec 2022 02:05 PM,15533,11011,Оранжевый
8168,19 Dec 2022 10:54 AM,10065,11111,Синий
8169,25 Jan 2023 10:39 AM,18137,15935,Голубой
8170,05 Jan 2023 02:01 PM,2650,11926,Синий
8171,31 Jan 2023 04:54 PM,13530,13286,Красный
8172,30 Dec 2022 10:43 AM,16723,14822,Жёлтый
8173,10 Jan 2023 04:27 PM,17406,11112,Фиолетовый
8174,19 Dec 2022 09:56 PM,15931,11225,Оранжевый
8175,11 Jan 2023 11:35 PM,8777,14812,Чёрный
8176,26 Jan 2023 11:32 PM,6993,14132,Чёрный
8177,13 Jan 2023 08:00 PM,5928,12904,Красный
8178,05 Feb 2023 03:00 AM,998,10628,Фиолетовый
8179,24 Jan 2023 10:37 PM,19553,13167,Синий
8180,16 Jan 2023 12:30 AM,11101,10135,Оранжевый
8181,28 Jan 2023 01:28 AM,18772,12505,Голубой
8182,17 Jan 2023 04:36 PM,5624,13295,Красный
8183,06 Feb 2023 03:46 AM,10576,15330,Красный
8184,22 Jan 2023 02:18 PM,4764,12033,Чёрный
8185,28 Dec 2022 10:06 AM,5007,12704,Синий
8186,09 Jan 2023 05:57 AM,17631,14981,Жёлтый
8187,28 Jan 2023 08:12 PM,11361,11649,Красный
8188,14 Jan 2023 08:23 PM,10109,15781,Фиолетовый
8189,27 Dec 2022 04:54 AM,14854,15580,Оранжевый
8190,08 Jan 2023 04:48 AM,2886,10362,Зелёный
8191,24 Dec 2022 11:15 PM,15976,12344,Красный
8192,15 Dec 2022 07:34 PM,12405,11790,Зелёный
8193,24 Dec 2022 01:00 PM,4385,15822,Синий
8194,20 Dec 2022 02:44 AM,14570,13563,Синий
8195,09 Jan 2023 09:25 PM,822,14152,Жёлтый
8196,23 Jan 2023 06:43 AM,12701,11446,Синий
8197,21 Jan 2023 03:49 AM,8999,15921,Голубой
8198,01 Feb 2023 08:03 AM,10863,13431,Красный
8199,12 Jan 2023 12:29 AM,11724,10856,Чёрный
8200,11 Jan 2023 05:40 PM,13665,14886,Фиолетовый
8201,03 Jan 2023 05:55 AM,17413,13402,Оранжевый
8202,19 Dec 2022 01:09 PM,11963,14161,Красный
8203,14 Dec 2022 06:08 AM,11596,11769,Фиолетовый
8204,08 Feb 2023 08:12 AM,2610,11860,Оранжевый
8205,01 Feb 2023 01:50 PM,2949,12236,Оранжевый
8206,19 Jan 2023 10:11 PM,1997,13872,Голубой
8207,02 Feb 2023 10:27 PM,1227,15723,Синий
8208,23 Jan 2023 12:51 AM,986,11746,Голубой
8209,08 Feb 2023 08:55 AM,6274,10026,Чёрный
8210,01 Feb 2023 08:11 PM,10314,13944,Красный
8211,16 Jan 2023 04:48 PM,11052,14165,Зелёный
8212,15 Jan 2023 08:38 PM,14350,14771,Оранжевый
8213,16 Jan 2023 06:43 AM,14235,15095,Фиолетовый
8214,01 Feb 2023 05:32 PM,18298,15209,Синий
8215,25 Jan 2023 11:45 AM,5990,14371,Оранжевый
8216,18 Dec 2022 10:44 PM,7067,10960,Чёрный
8217,20 Jan 2023 08:43 PM,6480,15225,Жёлтый
8218,26 Dec 2022 11:01 AM,6903,13804,Чёрный
8219,22 Jan 2023 01:31 AM,2931,15655,Оранжевый
8220,13 Jan 2023 12:12 AM,12900,15762,Красный
8221,13 Jan 2023 04:53 AM,3918,11915,Голубой
8222,22 Jan 2023 03:04 PM,13273,13948,Голубой
8223,29 Dec 2022 12:39 AM,15575,12039,Синий
8224,09 Jan 2023 03:39 AM,12659,12408,Чёрный
8225,17 Jan 2023 08:31 PM,2504,12567,Жёлтый
8226,21 Jan 2023 08:06 AM,11584,14729,Фиолетовый
8227,05 Feb 2023 05:17 AM,19852,15658,Голубой
8228,28 Dec 2022 08:47 PM,16185,14599,Красный
8229,15 Jan 2023 11:16 PM,11902,14713,Оранжевый
8230,26 Dec 2022 04:25 AM,362,14439,Жёлтый
8231,07 Jan 2023 09:03 AM,15196,12262,Чёрный
8232,04 Jan 2023 11:49 PM,6399,14950,Зелёный
8233,05 Jan 2023 02:34 PM,3520,11708,Голубой
8234,01 Jan 2023 06:15 PM,840,11659,Оранжевый
8235,05 Feb 2023 05:46 AM,783,11450,Жёлтый
8236,18 Dec 2022 01:33 AM,15660,14413,Чёрный
8237,06 Feb 2023 04:34 PM,14152,14796,Фиолетовый
8238,18 Jan 2023 09:20 AM,8343,14556,Красный
8239,02 Jan 2023 04:03 AM,14972,12821,Фиолетовый
8240,29 Jan 2023 04:31 AM,5277,10110,Чёрный
8241,09 Jan 2023 08:55 PM,11026,12076,Синий
8242,17 Dec 2022 02:46 AM,3368,14702,Оранжевый
8243,23 Jan 2023 06:26 PM,12210,14806,Зелёный
8244,24 Dec 2022 02:25 PM,14707,13397,Голубой
8245,20 Dec 2022 12:15 AM,19475,12863,Фиолетовый
8246,18 Jan 2023 12:08 AM,19072,11299,Голубой
8247,08 Jan 2023 06:58 AM,1671,11472,Синий
8248,22 Dec 2022 04:22 AM,9861,14520,Зелёный
8249,03 Jan 2023 01:21 AM,14263,11537,Красный
8250,17 Jan 2023 04:03 PM,10070,10683,Фиолетовый
8251,30 Dec 2022 02:01 PM,5556,14676,Фиолетовый
8252,05 Jan 2023 08:49 AM,18522,10651,Чёрный
8253,31 Jan 2023 01:02 PM,7934,11011,Красный
8254,20 Dec 2022 03:28 PM,12878,13847,Зелёный
8255,03 Jan 2023 09:19 AM,1404,14928,Красный
8256,20 Dec 2022 01:17 AM,9289,15883,Фиолетовый
8257,10 Jan 2023 10:27 PM,10020,15151,Красный
8258,13 Jan 2023 02:41 AM,10041,15753,Чёрный
8259,29 Jan 2023 11:42 PM,7565,11132,Голубой
8260,25 Jan 2023 01:16 PM,13652,15315,Синий
8261,06 Feb 2023 06:30 AM,15322,12737,Зелёный
8262,03 Feb 2023 01:59 AM,1542,12927,Голубой
8263,29 Jan 2023 02:16 AM,1767,11676,Жёлтый
8264,08 Feb 2023 06:55 PM,7505,10769,Оранжевый
8265,26 Dec 2022 02:06 PM,18896,14067,Голубой
8266,12 Jan 2023 06:38 PM,7461,13428,Красный
8267,12 Jan 2023 10:04 AM,3621,13847,Чёрный
8268,01 Feb 2023 03:08 PM,5762,10492,Оранжевый
8269,31 Jan 2023 11:02 PM,2689,14739,Чёрный
8270,01 Feb 2023 06:08 PM,4145,14029,Жёлтый
8271,01 Jan 2023 08:50 PM,8074,15579,Жёлтый
8272,18 Jan 2023 08:52 AM,13776,13799,Чёрный
8273,28 Jan 2023 08:43 AM,3513,11256,Красный
8274,26 Dec 2022 05:41 PM,1806,15732,Синий
8275,24 Jan 2023 11:18 PM,7431,12629,Фиолетовый
8276,01 Jan 2023 06:20 PM,8289,13565,Фиолетовый
8277,17 Dec 2022 03:20 PM,6037,12555,Красный
8278,14 Dec 2022 09:08 PM,1671,11099,Зелёный
8279,16 Dec 2022 04:00 AM,2041,12166,Чёрный
8280,31 Dec 2022 05:42 PM,13222,11808,Голубой
8281,07 Feb 2023 04:36 PM,13574,15757,Зелёный
8282,13 Jan 2023 11:07 PM,11210,14081,Чёрный
8283,28 Dec 2022 12:11 AM,16917,15888,Красный
8284,01 Jan 2023 12:37 AM,18603,13036,Жёлтый
8285,23 Jan 2023 09:05 AM,5807,11140,Синий
8286,25 Jan 2023 07:17 AM,13262,10271,Фиолетовый
8287,13 Jan 2023 09:18 PM,4376,12695,Красный
8288,31 Dec 2022 08:37 PM,4012,10838,Красный
8289,22 Jan 2023 10:30 PM,17971,11637,Жёлтый
8290,13 Jan 2023 05:37 PM,14557,13492,Синий
8291,09 Feb 2023 06:53 AM,14713,12013,Зелёный
8292,26 Jan 2023 08:29 AM,3250,14419,Зелёный
8293,24 Dec 2022 09:37 AM,4797,13182,Красный
8294,15 Jan 2023 12:20 PM,8991,10251,Оранжевый
8295,18 Jan 2023 10:24 PM,19626,11819,Жёлтый
8296,27 Jan 2023 03:51 AM,17675,13527,Оранжевый
8297,06 Feb 2023 03:59 AM,10546,12232,Синий
8298,16 Dec 2022 06:28 PM,10068,13089,Чёрный
8299,07 Jan 2023 08:53 AM,17947,13166,Красный
8300,14 Jan 2023 11:56 PM,4093,12003,Чёрный
8301,20 Dec 2022 11:08 PM,18953,15635,Чёрный
8302,05 Feb 2023 06:08 AM,19128,11784,Чёрный
8303,28 Jan 2023 03:00 AM,4034,10414,Оранжевый
8304,27 Dec 2022 02:11 AM,10971,15285,Голубой
8305,15 Jan 2023 10:39 AM,17027,13562,Голубой
8306,05 Feb 2023 03:14 AM,10021,13554,Зелёный
8307,06 Jan 2023 10:49 AM,5724,15783,Оранжевый
8308,17 Dec 2022 12:11 PM,15165,12595,Красный
8309,20 Dec 2022 01:54 AM,10314,15993,Голубой
8310,31 Dec 2022 09:18 AM,615,10741,Чёрный
8311,11 Jan 2023 07:47 AM,14619,15331,Синий
8312,15 Jan 2023 12:37 PM,17089,14401,Синий
8313,06 Feb 2023 06:13 PM,13343,12869,Оранжевый
8314,03 Feb 2023 04:48 AM,1398,13921,Синий
8315,31 Dec 2022 03:46 AM,19517,13764,Голубой
8316,24 Dec 2022 03:44 AM,11558,15877,Чёрный
8317,10 Jan 2023 11:05 AM,5575,14294,Фиолетовый
8318,19 Jan 2023 06:19 PM,8190,14821,Зелёный
8319,12 Jan 2023 12:33 PM,1833,15183,Синий
8320,20 Jan 2023 05:37 AM,12056,13411,Синий
8321,22 Dec 2022 05:43 AM,4770,11453,Жёлтый
8322,24 Dec 2022 08:25 PM,12235,12720,Красный
8323,25 Jan 2023 09:53 PM,4663,15881,Голубой
8324,20 Jan 2023 01:33 PM,19376,15163,Чёрный
8325,02 Jan 2023 11:22 PM,5455,12909,Оранжевый
8326,26 Jan 2023 12:27 PM,19248,13293,Оранжевый
8327,22 Jan 2023 02:28 PM,11194,14507,Зелёный
8328,02 Jan 2023 05:03 AM,11908,11574,Жёлтый
8329,18 Dec 2022 05:58 AM,7172,11774,Зелёный
8330,10 Jan 2023 08:44 PM,1313,11181,Синий
8331,23 Jan 2023 08:31 PM,17614,10319,Голубой
8332,02 Feb 2023 08:16 PM,5031,11232,Фиолетовый
8333,02 Jan 2023 10:02 PM,17179,11726,Жёлтый
8334,26 Dec 2022 11:23 AM,16784,12726,Синий
8335,24 Dec 2022 09:49 AM,14343,13935,Синий
8336,23 Jan 2023 11:11 AM,16599,12559,Красный
8337,21 Jan 2023 12:02 PM,2744,12182,Оранжевый
8338,29 Dec 2022 10:42 AM,11702,11939,Голубой
8339,04 Jan 2023 12:05 AM,1954,13454,Жёлтый
8340,28 Jan 2023 09:34 PM,1023,14484,Жёлтый
8341,29 Jan 2023 04:25 AM,15668,13016,Чёрный
8342,16 Jan 2023 09:30 PM,11872,10954,Красный
8343,06 Feb 2023 10:58 PM,8281,11300,Синий
8344,18 Dec 2022 07:53 PM,12909,10268,Чёрный
8345,11 Jan 2023 09:14 AM,6202,10185,Синий
8346,15 Jan 2023 01:08 PM,11906,14016,Голубой
8347,26 Dec 2022 03:39 AM,6511,10643,Оранжевый
8348,22 Jan 2023 03:27 PM,8484,11533,Голубой
8349,20 Dec 2022 07:47 AM,367,10099,Оранжевый
8350,04 Jan 2023 04:54 PM,13557,12592,Чёрный
8351,03 Feb 2023 09:46 PM,16851,10458,Жёлтый
8352,22 Dec 2022 11:50 PM,6799,10249,Синий
8353,28 Jan 2023 05:53 AM,6890,11375,Чёрный
8354,13 Dec 2022 08:16 AM,19940,12778,Оранжевый
8355,25 Jan 2023 02:19 PM,16864,11287,Фиолетовый
8356,20 Jan 2023 12:27 AM,2306,13717,Фиолетовый
8357,09 Jan 2023 06:39 AM,16785,11129,Фиолетовый
8358,20 Dec 2022 11:25 PM,16776,11744,Синий
8359,02 Feb 2023 10:56 AM,13821,12440,Красный
8360,14 Jan 2023 07:57 AM,9561,11718,Чёрный
8361,11 Jan 2023 02:11 PM,3113,15574,Жёлтый
8362,25 Dec 2022 10:22 PM,5610,13281,Зелёный
8363,14 Dec 2022 02:03 AM,4974,12791,Чёрный
8364,08 Feb 2023 02:57 PM,724,13504,Оранжевый
8365,23 Jan 2023 04:37 AM,11934,11144,Голубой
8366,21 Jan 2023 07:29 AM,8514,10815,Фиолетовый
8367,07 Feb 2023 08:32 AM,796,12558,Красный
8368,04 Jan 2023 06:27 PM,2171,12868,Зелёный
8369,15 Jan 2023 06:19 AM,15844,11853,Фиолетовый
8370,08 Feb 2023 06:17 AM,833,15693,Зелёный
8371,11 Jan 2023 01:06 PM,3412,15999,Чёрный
8372,01 Jan 2023 04:08 AM,9332,12706,Жёлтый
8373,28 Dec 2022 02:33 PM,15804,14522,Фиолетовый
8374,19 Dec 2022 04:20 AM,13927,12112,Оранжевый
8375,09 Feb 2023 08:02 PM,17396,15939,Голубой
8376,12 Jan 2023 01:25 PM,7578,10660,Синий
8377,19 Jan 2023 09:11 AM,562,14807,Голубой
8378,19 Jan 2023 06:41 PM,17210,12887,Фиолетовый
8379,23 Dec 2022 05:44 PM,12305,13559,Оранжевый
8380,09 Jan 2023 12:04 PM,17556,10937,Чёрный
8381,10 Jan 2023 04:42 PM,8579,12137,Фиолетовый
8382,01 Jan 2023 07:13 AM,19663,14524,Оранжевый
8383,26 Dec 2022 05:44 AM,15983,10752,Зелёный
8384,04 Jan 2023 01:06 PM,17666,13466,Красный
8385,04 Jan 2023 07:00 PM,8798,11775,Чёрный
8386,04 Jan 2023 05:02 PM,6635,10486,Жёлтый
8387,15 Jan 2023 02:56 AM,11650,13269,Оранжевый
8388,30 Dec 2022 09:00 PM,8449,13713,Голубой
8389,11 Jan 2023 04:21 AM,1355,11593,Голубой
8390,21 Jan 2023 03:01 PM,17544,14208,Красный
8391,04 Jan 2023 05:01 AM,10896,10505,Чёрный
8392,27 Dec 2022 07:39 AM,7798,10708,Зелёный
8393,29 Dec 2022 07:47 PM,6940,11278,Красный
8394,21 Jan 2023 11:15 AM,5785,10082,Синий
8395,17 Jan 2023 11:36 AM,19122,13066,Красный
8396,06 Feb 2023 11:23 PM,13749,14329,Синий
8397,17 Dec 2022 09:27 AM,8047,11494,Чёрный
8398,10 Jan 2023 03:36 AM,18073,12871,Оранжевый
8399,20 Jan 2023 08:18 AM,4407,13753,Зелёный
8400,14 Jan 2023 03:40 AM,14595,11904,Оранжевый
8401,30 Jan 2023 05:20 PM,14322,14902,Зелёный
8402,20 Dec 2022 04:53 PM,11787,12432,Жёлтый
8403,29 Dec 2022 05:26 AM,13950,11016,Голубой
8404,21 Jan 2023 04:05 AM,16197,11101,Фиолетовый
8405,29 Jan 2023 03:13 AM,13121,15796,Красный
8406,06 Jan 2023 01:27 AM,10134,10850,Красный
8407,18 Jan 2023 11:40 PM,13618,14089,Оранжевый
8408,01 Feb 2023 02:29 PM,5112,12218,Жёлтый
8409,28 Jan 2023 04:46 PM,5767,15416,Чёрный
8410,30 Jan 2023 01:55 AM,303,12044,Чёрный
8411,25 Dec 2022 07:37 AM,10712,12322,Голубой
8412,30 Dec 2022 02:28 PM,19067,14554,Красный
8413,20 Dec 2022 01:20 AM,9759,12094,Зелёный
8414,15 Jan 2023 10:10 PM,4070,12060,Синий
8415,11 Jan 2023 04:46 AM,2578,13597,Чёрный
8416,16 Dec 2022 01:13 PM,9723,10965,Голубой
8417,10 Jan 2023 04:09 PM,6912,12259,Жёлтый
8418,05 Feb 2023 01:47 PM,15038,10419,Фиолетовый
8419,06 Jan 2023 03:04 PM,1699,15504,Синий
8420,16 Jan 2023 10:30 PM,2905,10694,Зелёный
8421,25 Jan 2023 10:55 PM,18956,12457,Жёлтый
8422,25 Jan 2023 02:18 PM,12609,14871,Синий
8423,15 Jan 2023 09:52 PM,4162,14738,Голубой
8424,13 Jan 2023 01:27 AM,13626,15410,Оранжевый
8425,15 Jan 2023 04:20 PM,12287,13172,Красный
8426,30 Jan 2023 10:36 AM,8247,13547,Фиолетовый
8427,14 Dec 2022 09:08 AM,11447,14110,Оранжевый
8428,14 Dec 2022 03:55 PM,5718,15958,Голубой
8429,15 Jan 2023 11:25 PM,4358,12209,Чёрный
8430,27 Dec 2022 04:55 PM,13955,13080,Оранжевый
8431,23 Jan 2023 12:03 AM,18022,12965,Зелёный
8432,27 Jan 2023 11:06 PM,16519,12570,Оранжевый
8433,13 Dec 2022 08:56 AM,3446,11742,Фиолетовый
8434,03 Jan 2023 04:25 AM,17248,15937,Фиолетовый
8435,23 Jan 2023 05:39 PM,3955,10701,Зелёный
8436,31 Jan 2023 03:44 PM,17957,10399,Зелёный
8437,01 Feb 2023 09:57 PM,5178,14625,Оранжевый
8438,11 Jan 2023 01:20 PM,11365,11445,Оранжевый
8439,11 Jan 2023 06:26 AM,9550,15192,Чёрный
8440,06 Jan 2023 03:52 PM,12146,10673,Зелёный
8441,02 Feb 2023 08:24 PM,18778,10936,Зелёный
8442,09 Feb 2023 07:29 AM,2837,15638,Синий
8443,29 Jan 2023 03:49 AM,13041,14397,Синий
8444,02 Jan 2023 02:13 AM,3988,12187,Синий
8445,14 Dec 2022 03:41 PM,8144,10394,Фиолетовый
8446,03 Feb 2023 01:48 AM,1908,13513,Голубой
8447,27 Dec 2022 06:56 AM,11306,14133,Голубой
8448,07 Feb 2023 06:13 AM,8751,12247,Фиолетовый
8449,07 Jan 2023 12:21 PM,16347,10640,Чёрный
8450,28 Dec 2022 09:11 AM,3038,15710,Зелёный
8451,12 Jan 2023 09:56 PM,10631,11027,Голубой
8452,22 Dec 2022 02:49 AM,13962,12783,Чёрный
8453,18 Jan 2023 08:55 AM,2446,12187,Синий
8454,04 Jan 2023 10:12 PM,13441,12143,Оранжевый
8455,19 Dec 2022 02:26 PM,1957,11244,Фиолетовый
8456,27 Dec 2022 05:50 AM,19303,14953,Жёлтый
8457,04 Jan 2023 03:46 AM,18190,13163,Жёлтый
8458,31 Dec 2022 10:15 PM,3321,14742,Синий
8459,15 Jan 2023 03:10 AM,3398,13671,Синий
8460,31 Dec 2022 06:16 PM,15269,12777,Чёрный
8461,06 Feb 2023 11:39 AM,3696,11068,Синий
8462,28 Jan 2023 08:05 PM,19331,11666,Голубой
8463,21 Dec 2022 04:53 AM,118,15045,Чёрный
8464,15 Dec 2022 10:50 AM,9802,14971,Зелёный
8465,05 Feb 2023 01:07 PM,13230,12572,Красный
8466,08 Jan 2023 01:00 PM,19797,10510,Синий
8467,02 Feb 2023 10:09 AM,16395,15866,Зелёный
8468,20 Jan 2023 07:32 AM,1873,11007,Синий
8469,28 Dec 2022 09:16 PM,5865,12448,Чёрный
8470,14 Dec 2022 02:31 PM,4517,11808,Фиолетовый
8471,04 Feb 2023 07:17 AM,14751,14214,Красный
8472,29 Dec 2022 04:14 AM,7510,10340,Оранжевый
8473,16 Jan 2023 12:10 AM,12872,11542,Синий
8474,24 Jan 2023 08:33 PM,4346,13910,Фиолетовый
8475,12 Jan 2023 02:38 AM,7381,13827,Синий
8476,30 Dec 2022 10:44 AM,15131,13581,Голубой
8477,24 Dec 2022 10:49 AM,3664,10992,Оранжевый
8478,19 Dec 2022 09:41 PM,10036,14082,Оранжевый
8479,02 Feb 2023 06:09 PM,17069,12594,Зелёный
8480,04 Feb 2023 02:17 PM,3964,13586,Чёрный
8481,20 Dec 2022 05:23 PM,19861,13851,Синий
8482,15 Dec 2022 04:06 AM,12011,14354,Красный
8483,20 Jan 2023 08:19 PM,10219,13022,Голубой
8484,06 Feb 2023 10:42 PM,6439,15584,Красный
8485,03 Feb 2023 07:18 AM,4908,15494,Фиолетовый
8486,03 Jan 2023 08:25 AM,2034,12105,Голубой
8487,21 Dec 2022 09:31 PM,3718,10437,Чёрный
8488,09 Feb 2023 09:23 AM,953,14207,Красный
8489,31 Dec 2022 03:02 PM,15267,15936,Синий
8490,06 Feb 2023 01:35 PM,2309,11595,Синий
8491,24 Dec 2022 12:14 PM,6571,10183,Зелёный
8492,11 Jan 2023 03:44 AM,3016,11892,Синий
8493,06 Jan 2023 03:16 PM,5351,15352,Зелёный
8494,18 Dec 2022 08:49 AM,11485,12716,Оранжевый
8495,11 Jan 2023 08:48 AM,8920,13287,Фиолетовый
8496,01 Jan 2023 10:06 PM,3939,15894,Красный
8497,30 Dec 2022 11:46 PM,1423,15921,Синий
8498,19 Dec 2022 11:08 PM,15459,12756,Чёрный
8499,24 Dec 2022 07:27 PM,2988,12639,Фиолетовый
8500,15 Jan 2023 02:49 AM,3794,13564,Голубой
8501,21 Dec 2022 08:29 AM,7508,11611,Жёлтый
8502,18 Jan 2023 06:45 AM,17265,15740,Синий
8503,22 Jan 2023 11:18 PM,18961,13603,Чёрный
8504,27 Dec 2022 05:06 PM,11481,14682,Чёрный
